"Type","Theme","File","Name","Legend","Values","Color","Labels","Unit","Provenance","Order","Visible","Hidden","Goal"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1008.tif","Canada Warbler","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1019.tif","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1022.tif","Eastern Foxsnake (Great Lakes / St. Lawrence population)","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1033.tif","Snapping Turtle","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1047.tif","Eastern Whip–poor–will","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1081.tif","Rusty–patched Bumble Bee","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1087.tif","Bobolink","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1142.tif","Macropis Cuckoo Bee","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1144.tif","Eastern Meadowlark","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1145.tif","Hine's Emerald","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1146.tif","Hungerford's Crawling Water Beetle","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1147.tif","Barn Swallow","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1197.tif","Wood Thrush","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1198.tif","Eastern Wood–pewee","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1212.tif","Mottled Duskywing (Great Lakes Plains population)","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1220.tif","Massasauga (Great Lakes population)","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1232.tif","Gypsy Cuckoo Bumble Bee","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1233.tif","Bank Swallow","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1241.tif","Grasshopper Sparrow, pratensis subspecies","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_1265.tif","Loggerhead Shrike Eastern subspecies","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_157.tif","Gray Fox","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_180.tif","Gattinger's Agalinis","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_196.tif","Spotted Wintergreen","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_217.tif","American Ginseng","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_225.tif","Pitcher's Thistle","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_23.tif","Henslow's Sparrow","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_24.tif","King Rail","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_248.tif","Eastern Prairie Fringed–orchid","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_25.tif","Kirtland's Warbler","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_254.tif","Hill's Pondweed","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_256.tif","Tuberous Indian–plantain","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_26.tif","Loggerhead Shrike migrans subspecies","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_277.tif","Massasauga","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_285.tif","Spotted Turtle","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_294.tif","Monarch","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_301.tif","Eastern Hog–nosed Snake","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_37.tif","Hooded Warbler","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_46.tif","Cerulean Warbler","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_51.tif","Least Bittern","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_53.tif","Louisiana Waterthrush","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_552.tif","Northern Leopard Frog (Western Boreal/Prairie populations)","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_57.tif","Red–headed Woodpecker","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_574.tif","Yellow Rail","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_588.tif","Butler's Gartersnake","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_60.tif","Short–eared Owl","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_61.tif","Yellow-breasted Chat virens subspecies","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_621.tif","American Badger jacksoni subspecies","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_642.tif","Jefferson Salamander","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_647.tif","Hart's–tongue Fern","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_705.tif","Lakeside Daisy","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_706.tif","Eastern Musk Turtle","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_709.tif","Eastern Ribbonsnake (Great Lakes population)","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_712.tif","Northern Map Turtle","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_714.tif","Eastern Milksnake","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_744.tif","Forked Three–awned Grass","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_793.tif","Butternut","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_807.tif","Hill's Thistle","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_826.tif","Dwarf Lake Iris","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_846.tif","Blanding's Turtle (Great Lakes / St. Lawrence population)","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_868.tif","Houghton's Goldenrod","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_907.tif","Rusty Blackbird","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_919.tif","Aweme Borer","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_942.tif","Golden–winged Warbler","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_951.tif","Chimney Swift","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_986.tif","Common Nighthawk","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Species at Risk (ECCC)","T_ECCC_SAR_COSEWICID_999.tif","Olive–sided Flycatcher","manual","0, 1","#00000000, #fb9a99","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Ambystoma_jeffersonianum_aoh.tif","Jefferson Salamander","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Ambystoma_maculatum_aoh.tif","Spotted Salamander","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Anaxyrus_americanus_aoh.tif","American Toad","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Dryophytes_chrysoscelis_aoh.tif","Cope's Gray Treefrog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Dryophytes_versicolor_aoh.tif","Gray Treefrog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Hemidactylium_scutatum_aoh.tif","Four-toed Salamander","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Lithobates_catesbeianus_aoh.tif","Common Bullfrog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Lithobates_clamitans_aoh.tif","Green Frog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Lithobates_palustris_aoh.tif","Pickerel Frog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Lithobates_pipiens_aoh.tif","Northern Leopard Frog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Lithobates_septentrionalis_aoh.tif","Mink Frog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Lithobates_sylvaticus_aoh.tif","Wood Frog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Notophthalmus_viridescens_aoh.tif","Eastern Newt","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Plethodon_cinereus_aoh.tif","Redback Salamander","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Pseudacris_crucifer_aoh.tif","Spring Peeper","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Amphibians (IUCN)","T_IUCN_AMPH_Pseudacris_maculata_aoh.tif","Boreal Chorus Frog","manual","0, 1","#00000000, #a6cee3","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Acanthis_flammea_3_aoh.tif","Redpoll 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Accipiter_cooperii_2_aoh.tif","Cooper's Hawk 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Accipiter_gentilis_1_aoh.tif","Northern Goshawk 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Accipiter_striatus_2_aoh.tif","Sharp-shinned Hawk 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Actitis_macularius_2_aoh.tif","Spotted Sandpiper 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Aegolius_acadicus_1_aoh.tif","Northern Saw-whet Owl 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Agelaius_phoeniceus_2_aoh.tif","Red-winged Blackbird 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Aix_sponsa_1_aoh.tif","Wood Duck 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Aix_sponsa_2_aoh.tif","Wood Duck 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Ammodramus_savannarum_2_aoh.tif","Grasshopper Sparrow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Ammospiza_leconteii_2_aoh.tif","Le Conte's Sparrow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Anas_acuta_2_aoh.tif","Pintail 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Anas_crecca_2_aoh.tif","Common Teal 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Anas_platyrhynchos_2_aoh.tif","Mallard 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Anas_rubripes_2_aoh.tif","American Black Duck 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Antrostomus_vociferus_2_aoh.tif","Eastern Whip-poor-will 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Archilochus_colubris_2_aoh.tif","Ruby-throated Hummingbird 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Ardea_alba_2_aoh.tif","Great White Egret 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Ardea_herodias_2_aoh.tif","Great Blue Heron 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Asio_flammeus_1_aoh.tif","Short-eared Owl 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Asio_flammeus_2_aoh.tif","Short-eared Owl 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Asio_otus_1_aoh.tif","Northern Long-eared Owl 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Aythya_americana_2_aoh.tif","Redhead 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Aythya_collaris_2_aoh.tif","Ring-necked Duck 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Aythya_marila_3_aoh.tif","Greater Scaup 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Aythya_valisineria_2_aoh.tif","Canvasback 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Bartramia_longicauda_2_aoh.tif","Upland Sandpiper 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
